String ID,Dev Notes / Context,Character Limit,Text
Clear the Swamp,Quest names,64,沼澤掃蕩
"Here's the plan, Hunter.\nEntering the village with all those Ghouls would be a certain death sentence.\nThe village has only one entrance so we will try to lure them out with a very bright light, so it will have to be done at night.\nGet into the swamp from 10pm to 3am, my men will be waiting for you.\nIt is advisable to bring an automatic weapon or a shotgun with a large magazine so that you have to reload as little as possible.\nOne last thing, in the chaos of battle try not to shoot my men, understand?",Quest descriptions,1024,計劃如下，獵人。\n直接闖進被食屍鬼佔據的村莊無疑是找死。\n村莊只有一個入口，所以我們會試着用亮光引它們出來，行動必須在晚上進行。\n晚上 10 點到凌晨 3 點進入沼澤，我的手下會等你的。\n建議帶上自動武器或彈匣大點的霰彈槍，儘可能減少裝彈次數。\n最後一件事，在混戰中儘量別射中我的人，明白嗎？
Clear the swamp,Quest objectives,128,肅清沼澤
Radioactive meat,Quest names,64,輻射肉
"You're new here, huh?\nWell, I'm always looking for someone to help me with my research.\nDon't worry, I'll pay you for every job you do.\nGood! I need some raw meat to conduct experiments, I want to see how radiation has affected the local fauna.",Quest descriptions,1024,你是新來的吧？\n我一直在找人幫我研究。\n放心，酬勞少不了你的。\n很好！我需要一些生肉來進行實驗，我想看看輻射對當地動物羣造成了什麼樣的影響。
Find 10 raw meat,Quest objectives,128,找到 10 塊生肉
Strange crystal p.1,Quest names,64,奇特水晶（第 1 階段）
"I don't know how much you have explored but you may have come across strange crystals, they are found near the anomalies.\nWe don't know what they are yet but they seem to be a result of the strange radiation emanating from the nuclear power station.\nGetting hold of some of the crystals would be great, I can't wait to examine them!\nFire crystals are the most common in the forest, so start by bringing me those.",Quest descriptions,1024,我不知道你探索得怎麼樣了，但你可能遇到過奇怪的水晶，它們出現在異常附近的地區。\n我們還不知道它們是什麼，但它們似乎是因爲核電廠發出異常輻射而形成的。\n能拿到一些水晶就太好了，我等不及研究了！\n火水晶是森林裏最常見的，先把那些帶過來。
Find 3 fire crystal,Quest objectives,128,找到3塊火水晶
Strange crystal p.2,Quest names,64,奇特水晶（第 2 階段）
"Great! Hope you didn't get burned, Hunter! HAHA!\nBring me more crystals, I will pay you!",Quest descriptions,1024,很好！希望你沒被燒傷，獵人！哈哈！\n再給我帶些水晶吧。我會給你錢的！
Find 3 chemical crystal,Quest objectives,128,找到 3 塊化學水晶
no data,Quest names,64,查無音信
"I sent one of my scientists into the forest to study the anomalies, but I haven't heard from him for several hours.\nThis doesn't look good, go check it out. His position will be marked on the map.\nIf he is dead, retrieve the analyser from his body.",Quest descriptions,1024,我派了一位科學家到森林裏研究異常，但我已經好幾個小時沒有收到他的消息了。\n情況不太妙的樣子，你去看看吧。他的位置將標記在地圖上。\n如果他死了，就拿走他屍體上的分析儀。
Retrieve the analyzer,Quest objectives,128,取回分析儀
Movies,Quest names,64,電影疑雲
Hey Hunter!\nSome Hunters managed to get some films on DVD but when we moved here no one thought to bring DVD players or other means of entertainment...\nRetrieve some items for me and I will be able to provide some entertainment for these miserable people,Quest descriptions,1024,嘿，獵人！\n有些獵人拿到了影碟，而當我們搬到這裡時，沒有人想到帶影碟機和別的娛樂裝置...\n替我取回些東西，我就能爲這些絕望的人提供點樂子。
Find 8 Ghoul tentacles,Quest objectives,128,找到 8 條食屍鬼觸手
Pelts p.1,Quest names,64,研究毛皮（第 1 階段）
"Hey Hunter!\nI have a number of very simple jobs to complete.\nI need furs, external radiation is absorbed by the surface layer of the skin and it's a great material for research.\nStart by bringing me some rabbit furs, they are very common on all maps.",Quest descriptions,1024,嘿，獵人！\n我有的是簡單的活要完成。\n我需要毛皮。那是很好的研究材料，外部輻射會被皮膚表層吸收。\n首先給我帶些兔皮，它們在所有地圖上都很常見。
Find 5 rabbit pelts,Quest objectives,128,找到 5 張兔皮
Pelts p.2,Quest names,64,研究毛皮（第 2 階段）
Good! Now you need to fight a bit.\nIf you find a wolf alone and see it running away it will most likely be going to its pack nearby so always move carefully.,Quest descriptions,1024,很好！現在你要稍微打一場了。\n如果你發現有狼落單並且逃跑，那它很可能會去附近的狼羣。務必小心移動。
Find 10 wolf pelts,Quest objectives,128,找到 10 張狼皮
Body parts p.1,Quest names,64,身體部位（第 1 階段）
"OK Hunter! The meat samples you brought me showed genetic mutations caused by radiation.\nI need to know more, I need you to bring me body parts of Boars and Ghouls.",Quest descriptions,1024,好吧，獵人！你給我帶來的生肉樣本，體現了輻射引起的基因變異。\n我需要深入研究，給我帶來野豬和食屍鬼的身體部位吧。
Find 5 boar tusks,Quest objectives,128,找到 5 顆野豬牙
Body parts p.2,Quest names,64,身體部位（第 2 階段）
"Good! Would you be willing to go into more advanced areas?\nI need spider and blink parts, you can find them in the industrial zone but more easily in the swamp",Quest descriptions,1024,很好！你願意進入更高級的區域嗎？\n我需要蜘蛛和亮爪怪的身體部位。工業區就有，但在沼澤更容易找到。
"You must know about the guy who hangs around the mall, a very tough guy.\nAnyway, his armour is of incredible quality. If you kill him a few times, I'll give you one.",Quest descriptions,1024,你肯定已經見過那個在商場閒逛的傢伙了！\n一個猛男，對不對？他那身護甲真是讓人印象深刻。
"You must have noticed those bodies at the entrance to the bunker, we don't know what's going on yet.\nSome of Green Army helicopters crashed in the vicinity of the swamp, no call for help or malfunction, just crashed for no apparent reason.\nWhen they recovered the first bodies, we realised that something very strange was happening in that area.\nDid you see the condition of the bodies? My God, I've never seen anything like it.\nThe last helicopter fell recently, if you hurry you should get there before the Green Army and be able to get the flight recorder.",Quest descriptions,1024,你應該注意到了地堡入口處的那些屍體。\n綠軍有幾架直升機在沼澤失事，其間沒有呼救，也沒有報告故障，莫名其妙就墜毀了。\n找到第一批屍體時，我們意識到那裏發生了非常可怕的事情。\n你看到屍體的慘狀了嗎？天哪，我從來沒見過這樣的。\n現在又有一架直升機墜毀了。如果你動作夠快，也許能趕在綠軍之前到達那裏，拿到飛行記錄儀。
"Good job Hunter!\nNow we should be able to pick up radio signals from the surrounding areas.\nWhile you were in the makeshift camp you may have noticed an old train station, it was used by the Green Army during the evacuation after the explosion at the plant to get supplies to the camp. After a short time they were forced to leave that area because of radiation.\nNow that train station is under the control of bandits, it wouldn't be a problem because there is very little left to loot now but it is the only way to the industrial zone and the other maps.\nIf we want to get to them you have to clear the station. No need to kill them all, just eliminate Orel, he is the leader in that area.\nAfter you do that I am sure they will let us pass every time.\nAfter this work I am sure the Green Army will give you some missions to do so make sure you talk to Artemovich.",Quest descriptions,1024,幹得漂亮，獵人！\n現在我們應該能接收到周邊區域的無線電信號了。\n你在臨時營地時可能注意到了那座舊火車站，。核電廠爆炸後，綠軍疏散期間曾用它運送物資，沒多久就因輻射被迫撤離。\n如今火車站落入了強盜手裏。那裏早被搜刮一空了，本來不用搭理他們，但那是通往工業區和其他地圖的唯一要道。\n想過去就得肅清車站，不用趕盡殺絕，擊殺那片的地頭蛇奧廖爾就行。\n解決他之後，這幫人絕對不敢再攔路。\n完事後綠軍估計會派些新任務，記得去找阿爾特莫維奇談談。
"Hmm...the key is ruined but I think it still works.\nTo be safe I will make a few copies and if you lose it you can buy it back from me.Alright Hunter! I think you already know what to do, I have no idea what will be inside the lab nor what you will have to look for but your goal is to find information that can open the way to the nuclear power plant for us.\nCurrently the railroad to the mall is flooded but it was not always so.\nI think it was purposely flooded by the Crimson Corporation a few days after the explosion, evidently they did not want more people to reach the areas around the plant to buy time and get organized.\nAs I said, the laboratory in the makeshift camp was under the control of the Crimson Corporation, so I think it will contain important information for us.\nGood luck!",Quest descriptions,1024,嗯……鑰匙壞了，不過估計還能用。\n保險起見先多配幾把，萬一弄丟了還能找我買。想必你已經清楚該怎麼做了，我不清楚實驗室裏有什麼，更不知道具體要找什麼，總之目標是找到能打通核電廠道路的情報。\n目前通往商場的鐵路被淹了，以前可不是這樣。\n八成是爆炸發生後赤紅公司故意放的水，顯然想拖延時間重整旗鼓，不想讓外人靠近核電廠周邊。\n臨時營地的實驗室曾受赤紅公司控制，裏面肯定有關鍵情報。\n祝你好運！
"Heeeey! The Ghoul slaughterer is back!\nOkay Hunter, now it's time to go deeper into the village and find out more about that crystal.\nBe careful",Quest descriptions,1024,哇哦！食屍鬼殺手回來了！\n好了，獵人，是時候深入村莊，尋找更多關於水晶的信息了。\n多加小心。
"When you went to the radio station you must have noticed the building there, maybe you even tried to go inside.\nWord on the street is that it was an old lab for the Crimson Corporation.\nThe entrance is locked and you need a key card to get in, unfortunately none of us here have one.\nSo I sent my man, Marat Loginov, to look for the key. He seems to have found a damaged one but we may be able to fix it or make a copy.\nMy man is operating in the industrial zone, he has a small base in the north-west, among the abandoned wagons. I haven't heard from him in days, but that's not unusual.\nGo to the industrial area, find him and bring me the key.",Quest descriptions,1024,你一定注意到了廣播站裏的建築，那是深紅公司的舊實驗室。\n實驗室入口被鎖住了，你需要門禁卡才能進去。我的朋友馬拉特·洛吉諾夫搞到了一張壞掉的，我們也許能修好它，或者複製一張。\n馬拉特在工業區西北角的列車墳場有一個小基地。我已經好幾天沒收到他的消息了，不過這也是常有的事。\n去工業區找他，把門禁卡帶回來。
"Strange electrical anomalies you say? Damn!\nWe need to repair that radio tower Hunter, it will allow us to get news from the surrounding areas.\nDon't worry about the anomalies, I'm sure anything that moves can be killed eheh.\nI will also give you the repair kit, the tower is located inside the fence in the northwest part.\nGood luck!",Quest descriptions,1024,你說奇怪的電擊異常？該死！\n我們必須修復那個無線電塔，獵人，它可以讓我們獲取周邊地區的訊息。\n不要擔心異常，我相信只要是會動的東西都可以被擊殺。\n咳咳，我會給你準備好修理箱。\n祝你好運！
The radio tower,Quest names,64,無線電塔
"It is time to repair the radio tower in the makeshift camp.\nFirst of all, I would ask you to inspect the radio station. You've probably already noticed all those strange electrical anomalies in the area.\nThe good news is that they can apparently be killed, but that doesn't concern you right now.\nWhat you need to do is find the location of the radio station, which should be easy to find on the map as it is a paved area, and inspect the entrance.\nSee if those strange anomalies are still there.",Quest descriptions,1024,是時候修復臨時營地的無線電塔了。\n首先，我想請你檢查一下無線電台。你可能已經注意到地區裏那些奇怪的電異常。\n好消息是它們能被擊殺就對了。\n你需要做的是找到無線電塔的位置，在地圖上應該很容易找到，那是一片鋪設好的平整區域，然後檢查入口。\n看看那些奇怪的異常是否仍然存在。
Locate the radio tower,Quest objectives,128,尋找無線電塔
Necessary components,Quest names,64,必要元件
"We need some electronic equipment so try to accumulate as much as possible.\nFor now we are still inspecting the antenna but we have already noticed that some of the electrical wires are damaged and we need to replace them, so bring me some new ones.",Quest descriptions,1024,我們需要電子裝置，囤得越多越好。\n目前我們仍在檢查天線，但我們已經注意到有些電線損壞了，需要把它們換掉。給我帶些新的過來。
Find 8 wires,Quest objectives,128,找到 8 條電線
Upgrade,Quest names,64,逐步升級
Are you in for a hunt for electrical components?\nWe are thinking of upgrading my station and need parts.,Quest descriptions,1024,你要去找找電子元件嗎？\n我們急需零件升級站點。
Fix the radio tower,Quest objectives,128,修復無線電塔
"Looks like those anomalies are still in the radio station.\nWell, Hunter, you're going to have to fight your way through.\nWhat you need to do is repair the radio tower outside, it's the red and white one with horizontal stripes.\nDon't forget to buy the repair kit from me!",Quest descriptions,1024,看起來那些異常還在廣播站裏。\n好吧，獵人，你得殺出一條路來。\n你需要做的是修理外面的無線電塔。那是一座紅白相間橫條紋的高塔。\n別忘了在我這買修理套件！
Medikit,Quest names,64,醫療包短缺
"Hey Hunter!\nI'm running low on medikits, so try to get some during your hunts.\nDon't worry, I'll pay you.",Quest descriptions,1024,嘿，獵人！\n我醫療用品不夠了。狩獵期間爲我找些吧。\n放心，我會給你報酬的。
Find 15 scrap med,Quest objectives,128,找到15個廢棄醫療用品
Tons of meds!,Quest names,64,大量醫療包！
"Listen, Hunter, there's always a need for medikits here so if you want to bring me more I'll make sure I pay you well.",Quest descriptions,1024,聽好了，獵人。這裡總有人要用醫療用品。如果你想要再給我帶一些，我保證會給你豐厚的報酬。
Find 50 scrap med,Quest objectives,128,找到50個廢棄醫療用品
Radiation effect,Quest names,64,輻射效應
"I would like to examine the effect of radiation on the human body.\nTo do this I need someone who is willing to absorb a large amount of radiation and report the symptoms to me.\nDon't make that face, Hunter. I'm not asking you to do it but if you want to get paid for a simple job here it is.\nYou need to reach the orange radiation level.",Quest descriptions,1024,我想研究輻射對人體的影響。\n要這樣做，我需要有人願意吸收大量輻射並向我報告症狀。\n別跟我甩臉色，獵人。我沒有強求你這樣做，但這是一件簡單的工作，我也會給你報酬。\n你的輻射等級要達到橙色。
Reach orange lvl of radiation,Quest objectives,128,輻射等級達到橙色
Laboratory p.1,Quest names,64,實驗室探險（第 1 階段）
"When you went to the radio station you must have noticed the building there, maybe you even tried to go inside.\nWord on the street is that it was an old lab for the Crimson Corporation.\nThe entrance is locked and you need a key card to get in, unfortunately none of us here have one and I don't think the Crimson Corporation will give us one.\nSo I sent my man, Marat Loginov, to look for the key. He seems to have found a damaged one but we may be able to fix it or make a copy.\nMy man is operating in the industrial zone, he has a small base in the north-west, among the abandoned wagons. I haven't heard from him in days, but that's not unusual.\nGo to the industrial area, find him and bring me the key.",Quest descriptions,1024,你在廣播站肯定看到了那邊的大樓，甚至試過進去吧。\n有風聲說那是深紅公司的舊實驗室。\n入口是鎖着的，你需要用門禁卡進去。只可惜我們都沒有。我也不覺得深紅公司會把門禁卡拱手相送。\n所以我派了手下馬拉特·洛金諾夫去找鑰匙。他好像發現了一張壞的，但我們或許能把它修好或是複製出新的。\n他在工業區執行任務，在那邊西北部廢棄的貨車堆裏有一個小基地。我已經好幾天沒有收到他的消息了。這種事時有發生。\n去工業區找到他，然後給我鑰匙。
Find the laboratory key,Quest objectives,128,找到實驗室鑰匙
Laboratory p.2,Quest names,64,實驗室探險（第 2 階段）
"So Marat is dead? Man, he was good at his job.\nFortunately, it appears the key you recovered is in good condition.\nNot good enough to use, but we can make a copy.\nAt the moment we don't have the necessary equipment but if you bring me some items we can repair it.",Quest descriptions,1024,所以馬拉特死了？天啊，他明明是這一行的高手。\n還好你找回的鑰匙狀況還不錯。\n沒有好到能用的地步，但我們可以複製出新的。\n目前我們沒有必要的裝置，但如果你給我帶幾樣東西，我們就能修好它。
Find 3 CPUs,Quest objectives,128,找到3個CPU
Laboratory p.3,Quest names,64,實驗室探險（第3階段）
"Great, Hunter!\nNow I can make a copy of the key card for the lab.\nIt will take me a while but I think I will be done by tomorrow morning and you can purchase it from me.\nOnce you've got the key you'll have to make your way to the lab and enter.\nNo one knows what's in there, so be careful. I also suggest you bring a torch because it will be pitch black.\nOnce inside explore it well and try to recover some samples, even I do not know what to look for but I'm sure you'll understand once you find it.\nGood luck, Hunter!",Quest descriptions,1024,太好了，獵人！\n現在我可以複製實驗室的門禁卡了。\n這不是三兩下的事兒，但明天早上應該能搞定，到時你可以找我買。\n有了鑰匙，你就得進入實驗室了。\n沒人知道里面有什麼，所以要小心。我還建議你帶上手電筒，那裏面會漆黑一片。\n進去後要好好探索一下，試着回收樣本。雖說我不知道那會是什麼樣的，但我相信你看到後就明白了。\n祝你好運，獵人！
Explore the laboratory,Quest objectives,128,探索實驗室
Eyes everywhere,Quest names,64,安插眼線
"So you want to do some missions for crimson Corporation?\nOK, let's start with something simple. As you know our relationship with the green army is not good, so we need to know what their intentions are.\nBuy a CCTV camera from me and place it in the Green Army headquarters in the ZERO Sievert bunker.\nPlace it in the bookshelf, it should be fine there.",Quest descriptions,1024,那麼你想爲深紅公司效力嗎？\n好吧，讓我們從簡單的事情做起。你知道我們與綠軍一向不和，所以我們需要摸清他們的意圖。\n從我這買個監控攝像頭，把它安置在零希沃特地堡的綠軍總部。\n放書架上應該就可以了。
Place the CCTV camera,Quest objectives,128,放置監控攝像頭
Cleanup,Quest names,64,剷除威脅
"Nice job with the CCTV camera hunter! Thanks to you we know their movements in Zakov.\nNow it's time to do some cleanup eheh.\nKill 15 soldiers of the Green Army. Soldiers patrol the forest and makeshift camps, there are not many of them and unfortunately we do not know their exact location so you will have to find them yourself.\nIf you complete this mission for us, you won't have to pay to enter.",Quest descriptions,1024,獵人，你的監控攝像頭安得太妙了！多虧了你，我們才知道他們在扎科夫的動向。\n現在是時候剷除部分威脅了，嘿嘿。\n擊殺15名綠軍士兵。他們數量不多，在森林和臨時營地巡邏。只可惜我們不知道他們的具體位置，所以你必須自己找找看了。\n如果你爲我們完成這個任務，以後你就再也不用給通行費了。
Kill 15 Green Army soldiers,Quest objectives,128,擊殺15名綠軍士兵
Meat for Igor,Quest names,64,給伊戈爾送些肉
Would you bring me 10 pieces of raw meat?\nYou'd be doing me a big favour.,Quest descriptions,1024,可以帶10塊生肉給我嗎？\n我會記住你的恩情。
Collect 10 raw meat,Quest objectives,128,收集10塊生肉
Materials,Quest names,64,收集材料
"Hey Hunter!\nI can't take you past the makeshift camp because some sections of the railway have to be repaired.\nWe're working on it but if you want to help, it would be quicker.\nBring me these items and we will repair the section.",Quest descriptions,1024,嘿，獵人！\n部分鐵路需要修理。我不能帶你通過臨時營地。\n我們在盡力了。但有你幫忙的話進度會更快。\n把這些物品帶給我，然後我們就把壞掉的鐵路修好。
Collect 40 scrap material,Quest objectives,128,收集40個廢棄材料
Documents p.1,Quest names,64,貴重檔案（第 1 階段）
"One of our hunters and my personal friend was on a special mission, trying to find the location of valuable documents.\nWe lost his contact when he entered the makeshift camp, fortunately we still have his last detected position.\nGo to the makeshift camp and find out what happened to him.\nI hope he is still alive...",Quest descriptions,1024,我們的一位獵人和我自己的朋友正在執行一項特殊任務，目標是找到貴重檔案的位置。\n他進入臨時營地後，我們失去了聯繫，幸運的是我們知道他最後出現的位置。\n去臨時營地看看他的情況。\n我希望他還活着...
Find the missing Hunter,Quest objectives,128,找到失蹤獵人
Documents p.2,Quest names,64,貴重檔案（第 2 階段）
"So he's dead... May he rest in peace.\nThe good news is that he found the location of the documents, from his notes it seems they are in the police station in the forest village.\nThe bad news is that you'll have to fight your way in, as you know there are much more organised bandits stationed there.\nThe documents should be inside a safe, when you're inside the station try looking around.\nGood luck Hunter!",Quest descriptions,1024,原來他死了...願他安息。\n好消息是他找到了檔案的位置，他筆記上寫的好像是森林村莊的警局。\n壞消息是你必須殺一條血路進去。你知道那裏駐紮着更有組織的強盜。\n檔案應該在保險箱裏。進入警局後記得找找看。\n祝你好運，獵人！
Retrieve the documents,Quest objectives,128,取回檔案
Find the crystal in the swamp,Quest objectives,128,尋找沼澤水晶
Inspect the village,Quest names,64,偵察村莊
Clear the way,Quest names,64,掃清道路
The War,Quest names,64,戰爭
The missing spy,Quest names,64,失蹤間諜
The sewers,Quest names,64,下水道
Trucks and generator,Quest names,64,卡車和發電動馬達
Mall's outpost,Quest names,64,商場前哨站
New equipment,Quest names,64,新裝備
Mall scouting,Quest names,64,商場偵察
Revenge for Igor,Quest names,64,爲伊戈爾復仇
Monitoring p. 1,Quest names,64,監視
Building an outpost,Quest names,64,建立前哨站
The CCTV Camera,Quest names,64,監控攝像頭
Lost informations,Quest names,64,遺失信息
Eliminate the assassins,Quest names,64,擊殺殺手
Monitoring p. 2,Quest names,64,天羅地網
Find the CCTV cameras,Quest names,64,尋找監控攝像頭
The key to the laboratory,Quest names,64,實驗室門禁卡
High-Profile Targets,Quest names,64,重點打擊
Retrieve the briefcase,Quest names,64,取回公事包
Supplies for Igor,Quest names,64,幫助伊戈爾
The crystal,Quest names,64,水晶
Raid the outpost,Quest names,64,突襲前哨站
Eliminate the spy,Quest names,64,剷除間諜
The lab,Quest names,64,實驗室
Green Army outpost,Quest names,64,綠軍前哨站
Surprise assault,Quest names,64,意外襲擊
Oh no... Not again!,Quest names,64,哦，不...怎麼又是這個！
Find the Hunter,Quest names,64,尋找獵人
The motel p.1,Quest names,64,汽車旅館
"Bandits continue to assault the train at the forest area, preventing us from reaching the makeshift camp.\nYou will have to eliminate some bandits and specific targets, that way I am sure they will calm down for a while.\n\nOnce this mission is completed I will give you access to the bunker area where the Green Army is located. I don't think Artemovich will give you any jobs just yet, but I'm sure you can trade with them.",Quest descriptions,1024,森林地區的匪幫一直在襲擊列車，讓我們無法前往臨時營地。\n去給那些傢伙找點麻煩，我相信這樣會讓他們消停一段時間。\n任務完成後，我會讓你進入綠軍控制的地堡區。阿爾捷莫維奇大概看不上你這樣的毛頭小子，但至少你可以和他們交易。
"Well done Hunter!\nNow that we have access to the makeshift camp we can finally see if the old radio station is still active.\nWe don't know the coordinates but I think it will be easy to find it on the map, it should be a paved area.\nAll I ask you to do is go there and see what the situation is like and report back, if you encounter any strange anomalies or mutants there is no need to engage in a fight.",Quest descriptions,1024,幹得好，獵人！\n是時候去確定一下臨時營地的舊廣播站到底還能不能用了。\n我們不知道它的具體座標，但在地圖上很容易找到它。\n我要你去那裏看看情況，然後回來報告。如果遇到異常或怪物，你不必與它們交戰。
"From the helicopter's black box we were able to discover that the crew had spotted a strange purple crystal in the swamp.\nShortly thereafter, there appears to have been an unusual burst of radiation.\nThe crystal appears to be in the swamp village... There are good and bad news Hunter... The bad news is that there is a large amount of Ghouls in the village in the swamp, and I don't think you will make it alone.\nThe good one is that I contacted the Green Army, they are interested in cleaning up the village to get to the crystal.\nHere's the plan, Hunter.\nEntering the village with all those Ghouls would be a certain death sentence.\nThe village has only one entrance so you will try to lure them out with a very bright light, it will have to be done at night.\nGet into the swamp from 10pm to 3am, Green Army soldiers will be waiting for you.\nIt is advisable to bring an automatic weapon or a shotgun with a large magazine so that you have to reload as little as possible. Good luck Hunter!",Quest descriptions,1024,通過直升機的飛行記錄儀，我們得知機組人員在沼澤的村莊裏發現了奇怪的紫色水晶。之後他們遭遇了一次異常的輻射爆發。\n好消息和壞消息，獵人...壞消息是村莊裏有大量食屍鬼，你一個人根本處理不了。好消息是我聯繫了綠軍，他們對肅清村莊尋找水晶有些興趣。\n計劃是這樣的。這個村莊只有一個出入口，所以我們可以在夜間用探照燈把食屍鬼全都引誘出來。\n10點至3點間前往沼澤，一隊綠軍士兵會在那裏等你，記得帶上一把好槍。\n祝你好運，獵人！
"Hey stranger! Welcome to the ZERO Sievert bunker.\nI don't know how you got here and frankly I don't care.\nIt's nothing personal, it's just that we see a lot of new faces here and only a few of them come back, so I won't waste my time remembering yours for now.\nFirst let's see what you can do...",Quest descriptions,1024,嗨，陌生人，歡迎來到零希沃特地堡。\n不知道你是爲了什麼來到這裡，說實話我也不在乎。\n並不是針對你，只是這裡出去過太多新面孔，而只有很少一部分能回來，所以我現在就不浪費時間去記住你的長相了。\n先讓我們看看你能幹點什麼...
Ah! As I thought...\nThe railroad was flooded by the Crimson Corporation.\nSmart move...\nThey used the old drainage system found in the sewers in the swamp.\nThey are easily visible on the minimap. What you have to do is go into the sewers and close the control valve. Good luck Hunter!,Quest descriptions,1024,和我想的一樣...深紅公司利用沼澤下水道里的舊排水系統把鐵路給淹了，真聰明。\n你要做的就是進入下水道，關閉控制閥門。\n祝你好運，獵人！
"Very good Hunter! I didn't expect you to come back alive!\nI have another job for you. When the bandits took over the village in the forest, an old friend of mine left behind an item that is considered very valuable these days.\nThe item should be inside a bag in the southern part of the village, go there and retrieve it.",Quest descriptions,1024,幹得好，獵人！我甚至都沒想到你能活着回來！\n我有另一項工作給你。匪幫佔領森林裏的村莊時，我的一個朋友落下了一件非常貴重的物品。\n那玩意兒應該在村莊東南角的院子裏，去把它拿回來。
"Thanks to the radio tower, we intercepted conversations from the Crimson Corporation.\nIt seems that new agreements between them and the local government allow their presence in the bunker....\nHa! Unbelievable!\nI'd be really curious to know what Artemovich's face looked like when he heard about this, he did everything he could to keep them away from here and now he has to take them in.\nIt seems that the Crimson Corporation is coming with a ship and wants to dock at the port in the industrial zone.\nThe only hope Artemovich has is that they won't succeed, and I think that will be the case since the first Hunters reported a massive Ghoul presence in that area.\nNow it's up to you Hunter, if you want you can take care of the Ghouls and allow the Crimson Corporation to land and come to the bunker.\nYou will also have to place a GPS signal in the main dock, the one between the two abandoned ships.",Quest descriptions,1024,多虧了無線電塔，我們截獲了深紅公司的訊息，看來他們和當地政府達成了新的協議。\n難以置信！我真的很想欣賞一下阿爾捷莫維奇聽到這件事時的表情。他費盡千辛萬苦把那些傢伙趕走，而現在卻要眼睜睜看着他們捲土重來。\n深紅公司的人似乎是乘船來的，準備停靠在工業區的港口。有獵人報告說那裏遊蕩着大量的食屍鬼。阿爾捷莫維奇只能寄望於他們一下船就栽在食屍鬼手裏。\n現在看你的了，獵人。如果你願意，你可以處理掉食屍鬼，讓深紅公司登陸來到地堡。\n你需要在兩艘廢船之間的主船塢放置一個 GPS 定位器。
"Great, Hunter!\nNow that we have access to the mall it's time to see what it looks like. You'll have to scout around and find the location of some stores.\nWhat do you say? Is this mission familiar to you?\nI don't understand how that could be possible.\nWhatever, back to us... Go to the mall and find these stores.",Quest descriptions,1024,太好了，獵人！\n現在我們可以前往商場了。你得四處轉轉，找出那些商店的位置，沒問題吧？\n什麼？\n這活你熟得很？我不明白.\n..算了，趕緊動身吧。
"Haha! Great, Hunter!\nThe plan worked like a charm! Now all we have to do is explore the village and find the purple crystal.\nThere should be a few Ghouls left in the village, I don't think that will be a problem for you.",Quest descriptions,1024,哈哈！幹得好呀，獵人！\n計劃圓滿成功！現在我們要做的就是探索村莊並找到紫色水晶。\n村裏應該還剩下一些食屍鬼，那些對你來說應該是小菜一碟。
Inspect the swamp village,Quest objectives,128,村莊
"Ok Hunter! First job for you.\nThe Green Army does not yet know that you are now part of the Crimson Corporation, we must take advantage of this opportunity.\nGo to their bunker area, where Artemovich is, and place a CCTV camera.\nTry to hide it among the shelves.",Quest descriptions,1024,很好，獵人！準備好執行任務了嗎？\n綠軍還不知道你現在是深紅公司的人，我們必須利用這個機會。\n去他們的地堡區，在阿爾捷莫維奇那裏放置一個攝像頭。\n試着把它藏在架子裏。
My leg is still not fully healed.\nThanks to my experience I can still move through the forest somehow.\nCould you bring me some medicine? It would heal faster,Quest descriptions,1024,我的腿傷還沒有好透，只能靠着對森林的熟悉勉強在這裡活下去。\n你能給我些藥和繃帶嗎？
"Hey Hunter!\nListen... I have a big favor to ask of you....\nThe Green Army soldier who shot me in the leg is called Bogdanov, that damn bastard must pay....\nNow I think he is in the Makeshift camp, you know what you have to do....\nThank you Hunter",Quest descriptions,1024,嘿，獵人！\n我有個難以啓齒的請求...\n射傷我腿的那個綠軍士兵叫波格丹諾夫。這個該死的混蛋必須付出代價.\n..他在臨時營地，你知道我想要你做什麼...\n謝謝你，獵人。
Oh! Oh! Can you do something for Mr. Junk?\nNow that Grigoriy has come back to life he would love to get his ring back.\nMr. Junk hid it in the swamp before he came to this place.\nIf you do this for Mr. Junk then he will sell you some of his treasure.\nNo! No! No! Mr. Junk loves his treasure...\nOh! Oh! But it's more important to make Grigoriy happy.\nYes! Yes! Yes!\nYou bring Mr. Junk the ring and he'll sell you some of his treasure.\nMr. Junk will also give you this costume he found,Quest descriptions,1024,噢！噢！你能幫「垃圾」先生做件事嗎？\n現在格里戈里復活了，他一定很想要回他的戒指，可「垃圾」先生在來這裡之前把它藏在沼澤了。\n如果你爲「垃圾」先生取回戒指，他會賣給你一些寶貝！\n不！不！「垃圾」先生愛他的寶貝...不！噢！但更重要的是讓格里戈里開心。\n對！對！你把戒指給「垃圾」先生，他會賣給你一些寶貝！\n「垃圾」先生還會把他找到的這件漂亮衣服給你！
Retrieve Grigoriy's ring,Quest objectives,128,取回格里戈里的戒指
Quest objective type: Kill A,"Quest objective types, Kill A",160,擊殺位於[MAP_NAME]的[AMOUNT_TO_KILL]個[TARGET_TO_KILL]
Quest objective type: Kill B,"Quest objective types, Kill B",160,擊殺[AMOUNT_TO_KILL]個[TARGET_TO_KILL]
Quest objective type: Contract,"Quest objective types, Contract",160,擊殺位於[MAP_NAME]的目標：[OBJECT_NAME]
Quest objective type: Collect,Quest objective type：Collect,160,收集[AMOUNT_TO_COLLECT]個[ITEM_NAME]
